Make,Model,Year,PRA No.,,Issue,Description
Toyota,Corolla ZZE123,2006,2018/17146,,AirBag,
Toyota,Corolla ZZE123,2007,2018/17146,,AirBag,
Toyota,Avensis ACM20,2001,2018/17146,,AirBag,
Toyota,Avensis ACM20,2002,2018/17146,,AirBag,
Toyota,Avensis ACM20,2003,2018/17146,,AirBag,
Toyota,Yaris Sedan,2001,2019/17788,,AirBag,
Toyota,Yaris Sedan,2002,2019/17788,,AirBag,
Toyota,Yaris Sedan,2003,2019/17788,,AirBag,
Toyota,Yaris Sedan,2004,2019/17788,,AirBag,
Toyota,Yaris Sedan,2005,2019/17788,,AirBag,
Toyota,Yaris Sedan,2006,2019/17788,,AirBag,
Toyota,Yaris Sedan,2007,2019/17788,,AirBag,
Toyota,Yaris Sedan,2008,2019/17788,,AirBag,
Toyota,Yaris Sedan,2009,2019/17788,,AirBag,
Toyota,Yaris Sedan,2010,2019/17788,,AirBag,
Toyota,Yaris Sedan,2011,2019/17788,,AirBag,
Toyota,Yaris Sedan,2014,2019/17283,,AirBag,
Toyota,Yaris Sedan,2015,2019/17283,,AirBag,
Toyota,Yaris Sedan,2016,2019/17283,,AirBag,
Toyota,Avensis,2001,2019/17788,,AirBag,
Toyota,Avensis,2002,2019/17788,,AirBag,
Toyota,Avensis,2003,2019/17788,,AirBag,
Toyota,Avensis,2004,2019/17788,,AirBag,
Toyota,Avensis,2005,2019/17788,,AirBag,
Toyota,Avensis,2006,2019/17788,,AirBag,
Toyota,Avensis,2007,2019/17788,,AirBag,
Toyota,Avensis,2008,2019/17788,,AirBag,
Toyota,Avensis,2009,2019/17788,,AirBag,
Toyota,Avensis,2010,2019/17788,,AirBag,
Toyota,Avensis,2011,2019/17788,,AirBag,
,,,,,,
Volkswagen,Polo A4,2007,2018/16912,,AirBag,
Volkswagen,Polo A4,2008,2018/16912,,AirBag,
Volkswagen,Polo A4,2009,2018/16912,,AirBag,
Volkswagen,Polo A4,2010,2018/16912,,AirBag,
Volkswagen,Polo A4,2011,2018/16912,,AirBag,
Volkswagen,Polo A4,2012,2018/16912,,AirBag,
Volkswagen,Polo A4,2013,2018/16912,,AirBag,
Volkswagen,Polo A4,2014,2018/16912,,AirBag,
Volkswagen,Polo A4,2015,2018/16912,,AirBag,
Volkswagen,Transporter,2007,2018/16912,,AirBag,
Volkswagen,Transporter,2008,2018/16912,,AirBag,
Volkswagen,Transporter,2009,2018/16912,,AirBag,
Volkswagen,Transporter,2010,2018/16912,,AirBag,
Volkswagen,Transporter,2011,2018/16912,,AirBag,
Volkswagen,Transporter,2012,2018/16912,,AirBag,
Volkswagen,Transporter,2013,2018/16912,,AirBag,
Volkswagen,Transporter,2014,2018/16912,,AirBag,
Volkswagen,Transporter,2015,2018/16912,,AirBag,
Volkswagen,Passat CC,2009,2018/17197,,AirBag,
Volkswagen,Passat CC,2010,2018/17197,,AirBag,
Volkswagen,Passat CC,2011,2018/17197,,AirBag,
Volkswagen,Passat CC,2012,2018/17197,,AirBag,
Volkswagen,Passat CC,2013,2018/17197,,AirBag,
Volkswagen,Passat CC,2014,2018/17197,,AirBag,
Volkswagen,Passat CC,2015,2018/17197,,AirBag,
Volkswagen,Passat CC,2016,2018/17197,,AirBag,
Volkswagen,B6 Passat ,2010,2018/17197,,AirBag,
Volkswagen,MK6 Golf,2009,"2018/17197, 2019/17582",,AirBag,
Volkswagen,MK6 Golf,2010,"2018/17197, 2019/17582",,AirBag,
Volkswagen,MK6 Golf,2011,"2018/17197, 2019/17582",,AirBag,
Volkswagen,MK6 Golf,2012,"2018/17197, 2019/17582",,AirBag,
Volkswagen,MK6 Golf,2013,"2018/17197, 2019/17582",,AirBag,
Volkswagen,MK6 Golf,2014,2018/17197,,AirBag,
Volkswagen,MK6 Golf,2015,2018/17197,,AirBag,
Volkswagen,MK6 Golf,2016,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2009,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2010,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2011,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2012,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2013,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2014,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2015,2018/17197,,AirBag,
Volkswagen,MK6 Golf Cabriolet,2016,2018/17197,,AirBag,
Volkswagen,B7 Passat,2011,"2019/17348, 2019/17582",,AirBag,
Volkswagen,B7 Passat,2012,"2019/17348, 2019/17582",,AirBag,
Volkswagen,B7 Passat,2013,"2019/17348, 2019/17582",,AirBag,
Volkswagen,B7 Passat,2014,"2019/17348, 2019/17582",,AirBag,
Volkswagen,B7 Passat,2015,"2019/17348, 2019/17582",,AirBag,
Volkswagen,up!,2013,2019/17347,,AirBag,
Volkswagen,up!,2014,2019/17347,,AirBag,
Volkswagen,Multivan,2008,2019/17349,,AirBag,
Volkswagen,Multivan,2009,2019/17349,,AirBag,
Volkswagen,Multivan,2010,2019/17349,,AirBag,
Volkswagen,Multivan,2011,2019/17349,,AirBag,
Volkswagen,Multivan,2012,2019/17349,,AirBag,
Volkswagen,Multivan,2013,2019/17349,,AirBag,
Volkswagen,Multivan,2014,2019/17349,,AirBag,
Volkswagen,Multivan,2015,2019/17349,,AirBag,
Volkswagen,Caravelle,2008,2019/17349,,AirBag,
Volkswagen,Caravelle,2009,2019/17349,,AirBag,
Volkswagen,Caravelle,2010,2019/17349,,AirBag,
Volkswagen,Caravelle,2011,2019/17349,,AirBag,
Volkswagen,Caravelle,2012,2019/17349,,AirBag,
Volkswagen,Caravelle,2013,2019/17349,,AirBag,
Volkswagen,Caravelle,2014,2019/17349,,AirBag,
Volkswagen,Caravelle,2015,2019/17349,,AirBag,
Volkswagen,Crafter,2006,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2007,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2008,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2009,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2010,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2011,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2012,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2013,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2014,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2015,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Crafter,2016,"2019/17502, 2019/177797",,AirBag,
Volkswagen,Polo A5,2010,"2019/17531, 2019/17687",,AirBag,
Volkswagen,Polo A5,2011,"2019/17531, 2019/17687",,AirBag,
Volkswagen,Polo A5,2012,"2019/17531, 2019/17687",,AirBag,
Volkswagen,Polo A5,2013,"2019/17531, 2019/17687",,AirBag,
Volkswagen,Polo A5,2014,"2019/17531, 2019/17687",,AirBag,
Volkswagen,Cabriolet,2012,2019/17582,,AirBag,
Volkswagen,Cabriolet,2013,2019/17582,,AirBag,
Volkswagen,Cabriolet,2014,2019/17582,,AirBag,
Volkswagen,Cabriolet,2015,2019/17582,,AirBag,
Volkswagen,EOS,2010,"2019/17582, 2019/17797",,AirBag,
Volkswagen,EOS,2011,"2019/17582, 2019/17797",,AirBag,
Volkswagen,EOS,2012,"2019/17582, 2019/17797",,AirBag,
Volkswagen,EOS,2013,"2019/17582, 2019/17797",,AirBag,
Volkswagen,EOS,2014,"2019/17582, 2019/17797",,AirBag,
